,species,lat,long
484,Petersianthus macrocarpus (P.Beauv.) Liben,6.8,-7.916667
486,Petersianthus macrocarpus (P.Beauv.) Liben,2.8,10.533333
487,Petersianthus macrocarpus (P.Beauv.) Liben,1.045,11.74
491,Petersianthus macrocarpus (P.Beauv.) Liben,0.416667,9.483333
496,Petersianthus macrocarpus (P.Beauv.) Liben,-2.233333,10.45
498,Petersianthus macrocarpus (P.Beauv.) Liben,0.532752,11.166535
499,Petersianthus macrocarpus (P.Beauv.) Liben,0.629844,10.968806
500,Petersianthus macrocarpus (P.Beauv.) Liben,0.696178,10.896384
501,Petersianthus macrocarpus (P.Beauv.) Liben,0.625801,11.00006
502,Petersianthus macrocarpus (P.Beauv.) Liben,0.641693,11.030073
503,Petersianthus macrocarpus (P.Beauv.) Liben,0.54473,11.143162
504,Petersianthus macrocarpus (P.Beauv.) Liben,0.725267,10.883874
505,Petersianthus macrocarpus (P.Beauv.) Liben,-0.683333,11.916667
512,Petersianthus macrocarpus (P.Beauv.) Liben,-0.678333,11.91
516,Petersianthus macrocarpus (P.Beauv.) Liben,1.416667,28.583333
522,Petersianthus macrocarpus (P.Beauv.) Liben,5.333333,-4
524,Petersianthus macrocarpus (P.Beauv.) Liben,3.066667,10.716667
525,Petersianthus macrocarpus (P.Beauv.) Liben,-1.376667,10.443333
529,Petersianthus macrocarpus (P.Beauv.) Liben,0.483333,14.680555
530,Petersianthus macrocarpus (P.Beauv.) Liben,3.283333,13.083333
531,Petersianthus macrocarpus (P.Beauv.) Liben,6.933333,-6.983333
532,Petersianthus macrocarpus (P.Beauv.) Liben,3.15,13.616667
535,Combretodendron africanum (Welw. ex Benth. & Hook.f.) Exell,1.85,10.05
536,Petersianthus macrocarpus (P.Beauv.) Liben,0.5,14.666667
538,Petersianthus macrocarpus (P.Beauv.) Liben,1.65,10.3
539,Petersianthus macrocarpus (P.Beauv.) Liben,0.41666,11.91666
540,Petersianthus macrocarpus (P.Beauv.) Liben,-5.05,12.583333
541,Petersianthus macrocarpus (P.Beauv.) Liben,3.333333,12.85
542,Petersianthus macrocarpus (P.Beauv.) Liben,3.333333,12.866667
546,Petersianthus macrocarpus (P.Beauv.) Liben,4.05,9.133333
547,Petersianthus macrocarpus (P.Beauv.) Liben,4,9.25
548,Petersianthus macrocarpus (P.Beauv.) Liben,5.9,-4.166667
549,Petersianthus macrocarpus (P.Beauv.) Liben,5.733333,-4.133333
550,Petersianthus macrocarpus (P.Beauv.) Liben,5.389143,-4.051611
551,Petersianthus macrocarpus (P.Beauv.) Liben,5.4,-4.066667
552,Petersianthus macrocarpus (P.Beauv.) Liben,-0.033333,9.401389
557,Combretodendron macrocarpum (P.Beauv.) Keay,2.83333,16.45
561,Petersianthus macrocarpus (P.Beauv.) Liben,3.716667,8.683333
563,Combretodendron macrocarpum (P.Beauv.) Keay,2.35,16.15
564,Petersia africana Welw. ex Benth. & Hook.f.,5.28333,9.08333
565,Combretodendron macrocarpum (P.Beauv.) Keay,2.38333,16.16666
566,Petersianthus macrocarpus (P.Beauv.) Liben,2.36666,16.31666
567,Combretodendron macrocarpum (P.Beauv.) Keay,2.38333,16.18333
568,Combretodendron macrocarpum (P.Beauv.) Keay,2.36666,16.16666
569,Petersianthus macrocarpus (P.Beauv.) Liben,2.7,16.11666
570,Petersianthus macrocarpus (P.Beauv.) Liben,2.85,16.46666
571,Petersianthus macrocarpus (P.Beauv.) Liben,6.6,-1.3
572,Petersianthus macrocarpus (P.Beauv.) Liben,6.63,-1.28
575,Petersianthus macrocarpus (P.Beauv.) Liben,-0.816667,12.7
579,Petersianthus africanus (Welw. ex Benth. & Hook.f.) Merr.,0.4,11.86666
580,Petersianthus macrocarpus (P.Beauv.) Liben,0.4,11.866667
581,Petersianthus macrocarpus (P.Beauv.) Liben,3.383333,12.75
582,Petersianthus macrocarpus (P.Beauv.) Liben,0.4,11.55
584,Petersianthus macrocarpus (P.Beauv.) Liben,-5.15,15.1
586,Combretodendron africanum (Welw. ex Benth. & Hook.f.) Exell,3.716667,8.683333
