"","species","lat","long"
"376","Ricinodendron heudelotii (Baill.) Heckel",6.963567,2.66545
"377","Ricinodendron heudelotii (Baill.) Heckel",6.967017,2.6691
"378","Ricinodendron heudelotii (Baill.) Heckel",6.9637,2.674233
"379","Ricinodendron heudelotii (Baill.) Heckel",6.98865,2.62563
"380","Ricinodendron heudelotii (Baill.) Heckel",6.98921,2.62401
"381","Ricinodendron heudelotii (Baill.) Heckel",6.9895,2.62487
"382","Ricinodendron heudelotii (Baill.) Heckel",6.98977,2.62569
"383","Ricinodendron heudelotii (Baill.) Heckel",6.99032,2.6245
"384","Ricinodendron heudelotii (Baill.) Heckel",6.99057,2.6254
"385","Ricinodendron heudelotii (Baill.) Heckel",6.99058,2.6283
"386","Ricinodendron heudelotii (Baill.) Heckel",6.99134,2.62497
"387","Ricinodendron heudelotii (Baill.) Heckel",6.99165,2.62581
"388","Ricinodendron heudelotii (Baill.) Heckel",6.99197,2.62665
"389","Ricinodendron heudelotii (Baill.) Heckel",6.89898,2.48983
"390","Ricinodendron heudelotii (Baill.) Heckel",0.62356,9.67505
"392","Ricinodendron heudelotii (Baill.) Heckel",0.789403,24.517549
"393","Ricinodendron heudelotii (Baill.) Heckel",0.794881,24.491928
"394","Ricinodendron heudelotii (Baill.) Heckel",0.795914,24.494231
"395","Ricinodendron heudelotii (Baill.) Heckel",0.793108,24.490133
"396","Ricinodendron heudelotii (Baill.) Heckel",0.792103,24.497167
"397","Ricinodendron heudelotii (Baill.) Heckel",0.7805,24.521094
"398","Ricinodendron heudelotii (Baill.) Heckel",0.786618,24.523486
"399","Ricinodendron heudelotii (Baill.) Heckel",-1.58724,13.2769
"400","Ricinodendron heudelotii (Baill.) Heckel",-1.60257,13.25778
"401","Ricinodendron heudelotii (Baill.) Heckel",-1.6107,13.2704
"402","Ricinodendron heudelotii (Baill.) Heckel",-1.6836,13.25807
"403","Ricinodendron heudelotii (Baill.) Heckel",0.794891,24.491924
"405","Ricinodendron heudelotii (Baill.) Heckel",0.587999,24.934888
"406","Ricinodendron heudelotii (Baill.) Heckel",7.69861,4.63834
"407","Ricinodendron heudelotii (Baill.) Heckel",7.6982,4.63692
"408","Ricinodendron heudelotii (Baill.) Heckel",7.69847,4.63744
"409","Ricinodendron heudelotii (Baill.) Heckel",7.69781,4.63323
"410","Ricinodendron heudelotii (Baill.) Heckel",7.69772,4.63276
"411","Ricinodendron heudelotii (Baill.) Heckel",2.20559,16.31201
"412","Ricinodendron heudelotii (Baill.) Heckel",7.69379,4.64279
"413","Ricinodendron heudelotii (Baill.) Heckel",7.69862,4.63972
"414","Ricinodendron heudelotii (Baill.) Heckel",7.69897,4.63814
"415","Ricinodendron heudelotii (Baill.) Heckel",7.69915,4.63847
"416","Ricinodendron heudelotii (Baill.) Heckel",7.69873,4.63872
"417","Ricinodendron heudelotii (Baill.) Heckel",7.69471,4.64066
"418","Ricinodendron heudelotii (Baill.) Heckel",7.69434,4.64084
"419","Ricinodendron heudelotii (Baill.) Heckel",7.69537,4.63756
"420","Ricinodendron heudelotii (Baill.) Heckel",7.69501,4.63713
"421","Ricinodendron heudelotii (Baill.) Heckel",7.69513,4.63722
"422","Ricinodendron heudelotii (Baill.) Heckel",7.69598,4.64015
"423","Ricinodendron heudelotii (Baill.) Heckel",7.69524,4.63641
"424","Ricinodendron heudelotii (Baill.) Heckel",7.69546,4.63691
"425","Ricinodendron heudelotii (Baill.) Heckel",7.69546,4.63694
"426","Ricinodendron heudelotii (Baill.) Heckel",7.6992,4.63819
"427","Ricinodendron heudelotii (Baill.) Heckel",7.69917,4.63815
"428","Ricinodendron heudelotii (Baill.) Heckel",7.69918,4.73814
"429","Ricinodendron heudelotii (Baill.) Heckel",7.69924,4.63806
"430","Ricinodendron heudelotii (Baill.) Heckel",7.69923,4.63805
"431","Ricinodendron heudelotii (Baill.) Heckel",7.69919,4.63805
"432","Ricinodendron heudelotii (Baill.) Heckel",7.69857,4.63748
"433","Ricinodendron heudelotii (Baill.) Heckel",7.69844,4.63766
"434","Ricinodendron heudelotii (Baill.) Heckel",7.69793,4.63517
"435","Ricinodendron heudelotii (Baill.) Heckel",7.69795,4.63486
"436","Ricinodendron heudelotii (Baill.) Heckel",7.69711,4.63414
"437","Ricinodendron heudelotii (Baill.) Heckel",7.69735,4.63325
"438","Ricinodendron heudelotii (Baill.) Heckel",7.69776,4.63274
"439","Ricinodendron heudelotii (Baill.) Heckel",8.24073,4.54456
"440","Ricinodendron heudelotii (Baill.) Heckel",8.24085,4.54358
"441","Ricinodendron heudelotii (Baill.) Heckel",8.504444,1.845
"442","Ricinodendron heudelotii (Baill.) Heckel",8.506944,1.8475
"443","Ricinodendron heudelotii (Baill.) Heckel",7.69714,4.63415
"444","Ricinodendron heudelotii (Baill.) Heckel",7.69777,4.63326
"445","Ricinodendron heudelotii (Baill.) Heckel",7.69709,4.63407
"446","Ricinodendron heudelotii (Baill.) Heckel",8.24847,4.53794
"447","Ricinodendron heudelotii (Baill.) Heckel",8.24094,4.54347
"449","Ricinodendron heudelotii (Baill.) Heckel",8.24088,4.5437
"450","Ricinodendron heudelotii (Baill.) Heckel",8.24015,4.54388
"451","Ricinodendron heudelotii (Baill.) Heckel",7.69784,4.63993
"452","Ricinodendron heudelotii (Baill.) Heckel",7.69701,4.64019
"453","Ricinodendron heudelotii (Baill.) Heckel",7.69712,4.64022
"454","Ricinodendron heudelotii (Baill.) Heckel",8.24082,4.5438
"455","Ricinodendron heudelotii (Baill.) Heckel",7.715278,-8.364722
"456","Ricinodendron heudelotii (Baill.) Heckel",-1.94339,10.98807
"457","Ricinodendron heudelotii (Baill.) Heckel",-2.03476,11.09486
"458","Ricinodendron heudelotii (Baill.) Heckel",-2.03632,11.09577
"459","Ricinodendron heudelotii (Baill.) Heckel",-2.10618,11.08642
"460","Ricinodendron heudelotii (Baill.) Heckel",-2.0814,11.09093
"461","Ricinodendron heudelotii (Baill.) Heckel",-2.092,11.07788
"462","Ricinodendron heudelotii (Baill.) Heckel",-1.77486,10.98109
"463","Ricinodendron heudelotii (Baill.) Heckel",-1.81514,10.98083
"464","Ricinodendron heudelotii (Baill.) Heckel",-1.8139,10.9839
"465","Ricinodendron heudelotii (Baill.) Heckel",-1.81131,10.99235
"466","Ricinodendron heudelotii subsp. africanum (Müll.Arg.) J.Léonard",-5.056111,15.140944
"467","Ricinodendron heudelotii (Baill.) Heckel",6.683,-4.15
"469","Ricinodendron heudelotii (Baill.) Heckel",0.290555,25.288888
"470","Ricinodendron heudelotii (Baill.) Heckel",-3.096972,10.887639
